
PARAMS 1 1 2 3 2

PARAMS 200 1 3 2 3

PARAMS 8 2 3 1 3

PARAMS 750 100 5 9 17

PARAMS 83000 1000 17 17 17 17

PARAMS 1 1 2 3 2

PARAMS 200 1 3 2 3

PARAMS 8 2 3 1 3

PARAMS 750 100 5 9 17

PARAMS 83000 1000 17 17 17 17
